region,parent_region,subset,amplitude value,amplitude stderr,decay value,decay stderr
Kalmar,Sweden,recovered,0.0,,-1.0,
Kalmar,Sweden,deaths,39.000000000085066,,-1.0,
Kronoberg,Sweden,confirmed,930.0000000010034,,-1.0,
Kronoberg,Sweden,recovered,0.0,,-1.0,
Kronoberg,Sweden,deaths,79.0000000001723,,-1.0,
Norrbotten,Sweden,confirmed,503.0000000008856,,-1.0,
Norrbotten,Sweden,recovered,0.0,,-1.0,
Norrbotten,Sweden,deaths,48.000000000104706,,-1.0,
Orebro,Sweden,confirmed,1974.999998081083,,-1.0,
Orebro,Sweden,recovered,0.0,,-1.0,
Orebro,Sweden,deaths,141.00000000017886,,-1.0,
Ostergotland,Sweden,confirmed,2259.999998141863,,-1.0,
Ostergotland,Sweden,recovered,0.0,,-1.0,
Ostergotland,Sweden,deaths,198.00000000043187,,-1.0,
Skane,Sweden,confirmed,1994.9999991254126,,-1.0,
Skane,Sweden,recovered,0.0,,-1.0,
Skane,Sweden,deaths,200.00000000043624,,-1.0,
Sormland,Sweden,confirmed,1669.0000000007376,,-1.0,
Sormland,Sweden,recovered,0.0,,-1.0,
Sormland,Sweden,deaths,230.00000000056716,,-1.0,
Stockholm,Sweden,confirmed,14802.999998051477,,-1.0,
Stockholm,Sweden,recovered,0.0,,-1.0,
Stockholm,Sweden,deaths,2157.0000012661467,,-1.0,
Uppsala,Sweden,confirmed,2243.999995965016,,-1.0,
Uppsala,Sweden,recovered,0.0,,-1.0,
Uppsala,Sweden,deaths,184.00000000040131,,-1.0,
Varmland,Sweden,confirmed,641.0000000014877,,-1.0,
Varmland,Sweden,recovered,0.0,,-1.0,
Varmland,Sweden,deaths,41.00000000008943,,-1.0,
Vasterbotten,Sweden,confirmed,535.000000001025,,-1.0,
Vasterbotten,Sweden,recovered,0.0,,-1.0,
Vasterbotten,Sweden,deaths,29.00000000006325,,-1.0,
Vasternorrland,Sweden,confirmed,887.0000000008157,,-1.0,
Vasternorrland,Sweden,recovered,0.0,,-1.0,
Vasternorrland,Sweden,deaths,90.00000000019631,,-1.0,
Vastmanland,Sweden,confirmed,1457.0000000033026,,-1.0,
Vastmanland,Sweden,recovered,0.0,,-1.0,
Vastmanland,Sweden,deaths,148.00000000020938,,-1.0,
Vastra Gotaland,Sweden,confirmed,8127.999997305526,,-1.0,
Vastra Gotaland,Sweden,recovered,0.0,,-1.0,
Vastra Gotaland,Sweden,deaths,602.0000000013172,,-1.0,
Andalusia,Spanien,confirmed,12401.000002935818,,-1.0,
Andalusia,Spanien,recovered,10147.999986486488,,-1.0,
Andalusia,Spanien,deaths,1344.0000000028094,,-1.0,
Aragon,Spanien,confirmed,5432.000009933404,,-1.0,
Aragon,Spanien,recovered,3534.0000014641278,,-1.0,
Aragon,Spanien,deaths,837.0000000005977,,-1.0,
Asturias,Spanien,confirmed,2359.000002652189,,-1.0,
Asturias,Spanien,recovered,1053.0000000015398,,-1.0,
Asturias,Spanien,deaths,310.00000000091615,,-1.0,
Baleares,Spanien,confirmed,1967.0000020780803,,-1.0,
Baleares,Spanien,recovered,1513.0000000035468,,-1.0,
Baleares,Spanien,deaths,216.00000000047112,,-1.0,
Pais Vasco,Spanien,confirmed,13257.000000737684,,-1.0,
Pais Vasco,Spanien,recovered,15256.000008032046,,-1.0,
Pais Vasco,Spanien,deaths,1454.0000000032892,,-1.0,
Ceuta,Spanien,confirmed,116.00000000006979,,-1.0,
Ceuta,Spanien,recovered,160.00000000026174,,-1.0,
Ceuta,Spanien,deaths,4.000000000008725,,-1.0,
Extremadura,Spanien,confirmed,2933.0000037464715,,-1.0,
Extremadura,Spanien,recovered,2586.9999943170433,,-1.0,
Extremadura,Spanien,deaths,494.00000000084634,,-1.0,
Galicia,Spanien,confirmed,9322.999984057802,,-1.0,
Galicia,Spanien,recovered,8283.00000229348,,-1.0,
Galicia,Spanien,deaths,601.0000000013132,,-1.0,
Canary Islands,Spanien,confirmed,2279.999998868411,,-1.0,
Canary Islands,Spanien,recovered,1506.0000000035159,,-1.0,
Canary Islands,Spanien,deaths,151.00000000022249,,-1.0,
Cantabria,Spanien,confirmed,2263.000001480389,,-1.0,
Cantabria,Spanien,recovered,2151.9999988411046,,-1.0,
Cantabria,Spanien,deaths,206.0000000004493,,-1.0,
Castilla - La Mancha,Spanien,confirmed,16513.000018741805,,-1.0,
Castilla - La Mancha,Spanien,recovered,6293.9999985420045,,-1.0,
Castilla - La Mancha,Spanien,deaths,2870.000002006452,,-1.0,
Castilla y Leon,Spanien,confirmed,18271.999997615785,,-1.0,
Castilla y Leon,Spanien,recovered,7672.00000060362,,-1.0,
Castilla y Leon,Spanien,deaths,1929.9999982474576,,-1.0,
Catalonia,Spanien,confirmed,55463.99997282665,,-1.0,
Catalonia,Spanien,recovered,25903.9999938782,,-1.0,
Catalonia,Spanien,deaths,5881.999998167465,,-1.0,
La Rioja,Spanien,confirmed,4015.999996766981,,-1.0,
La Rioja,Spanien,recovered,2927.000003242207,,-1.0,
La Rioja,Spanien,deaths,348.00000000020935,,-1.0,
Madrid,Spanien,confirmed,66005.00009012343,,-1.0,
Madrid,Spanien,recovered,40382.999956860716,,-1.0,
Madrid,Spanien,deaths,8808.999991602133,,-1.0,
Melilla,Spanien,confirmed,119.00000000008288,,-1.0,
Melilla,Spanien,recovered,119.00000000008288,,-1.0,
Melilla,Spanien,deaths,2.0000000000043623,,-1.0,
Murcia,Spanien,confirmed,1534.0000000036387,,-1.0,
Murcia,Spanien,recovered,2033.9999977529071,,-1.0,
Murcia,Spanien,deaths,143.00000000018758,,-1.0,
Navarra,Spanien,confirmed,5115.999996358241,,-1.0,
Navarra,Spanien,recovered,3550.000000510996,,-1.0,
Navarra,Spanien,deaths,500.00000000087266,,-1.0,
Comunidad Valenciana,Spanien,confirmed,10813.000013980703,,-1.0,
Comunidad Valenciana,Spanien,recovered,9708.00000059862,,-1.0,
Comunidad Valenciana,Spanien,deaths,1358.0000000028706,,-1.0,
Altenburger Land (Kreis),Thuringia,confirmed,3.000000000006544,,-1.0,
Altenburger Land (Kreis),Thuringia,recovered,0.0,,-1.0,
Altenburger Land (Kreis),Thuringia,deaths,0.0,,-1.0,
Eichsfeld (Kreis),Thuringia,confirmed,3.000000000006544,,-1.0,
Eichsfeld (Kreis),Thuringia,recovered,0.0,,-1.0,
Eichsfeld (Kreis),Thuringia,deaths,0.0,,-1.0,
Eisenach,Thuringia,confirmed,1.0000000000021811,,-1.0,
Eisenach,Thuringia,recovered,0.0,,-1.0,
Eisenach,Thuringia,deaths,0.0,,-1.0,
Erfurt,Thuringia,confirmed,8.00000000001745,,-1.0,
Erfurt,Thuringia,recovered,1.0000000000021811,,-1.0,
Erfurt,Thuringia,deaths,0.0,,-1.0,
Gera,Thuringia,confirmed,1.0000000000021811,,-1.0,
Gera,Thuringia,recovered,0.0,,-1.0,
Gera,Thuringia,deaths,0.0,,-1.0,
Gotha (Kreis),Thuringia,confirmed,1.0000000000021811,,-1.0,
Gotha (Kreis),Thuringia,recovered,0.0,,-1.0,
Gotha (Kreis),Thuringia,deaths,0.0,,-1.0,
Greiz (Kreis),Thuringia,confirmed,3.000000000006544,,-1.0,
Greiz (Kreis),Thuringia,recovered,0.0,,-1.0,
Greiz (Kreis),Thuringia,deaths,0.0,,-1.0,
Hildburghausen (Kreis),Thuringia,confirmed,0.0,,-1.0,
Hildburghausen (Kreis),Thuringia,recovered,0.0,,-1.0,
Hildburghausen (Kreis),Thuringia,deaths,0.0,,-1.0,
Ilm-Kreis,Thuringia,confirmed,1.0000000000021811,,-1.0,
Ilm-Kreis,Thuringia,recovered,0.0,,-1.0,
Ilm-Kreis,Thuringia,deaths,0.0,,-1.0,
Jena,Thuringia,confirmed,8.00000000001745,,-1.0,
Jena,Thuringia,recovered,0.0,,-1.0,
Jena,Thuringia,deaths,0.0,,-1.0,
Kyffhäuserkreis,Thuringia,confirmed,7.000000000015267,,-1.0,
Kyffhäuserkreis,Thuringia,recovered,0.0,,-1.0,
Kyffhäuserkreis,Thuringia,deaths,0.0,,-1.0,
Nordhausen (Kreis),Thuringia,confirmed,2.0000000000043623,,-1.0,
Nordhausen (Kreis),Thuringia,recovered,0.0,,-1.0,
Nordhausen (Kreis),Thuringia,deaths,0.0,,-1.0,
Saale-Holzland-Kreis,Thuringia,confirmed,3.000000000006544,,-1.0,
Saale-Holzland-Kreis,Thuringia,recovered,0.0,,-1.0,
Saale-Holzland-Kreis,Thuringia,deaths,0.0,,-1.0,
Saale-Orla-Kreis,Thuringia,confirmed,3.000000000006544,,-1.0,
Saale-Orla-Kreis,Thuringia,recovered,0.0,,-1.0,
Saale-Orla-Kreis,Thuringia,deaths,0.0,,-1.0,
Saalfeld-Rudolstadt (Kreis),Thuringia,confirmed,5.000000000010907,,-1.0,
Saalfeld-Rudolstadt (Kreis),Thuringia,recovered,0.0,,-1.0,
Saalfeld-Rudolstadt (Kreis),Thuringia,deaths,0.0,,-1.0,
Schmalkalden-Meiningen (Kreis),Thuringia,confirmed,2.0000000000043623,,-1.0,
Schmalkalden-Meiningen (Kreis),Thuringia,recovered,0.0,,-1.0,
Schmalkalden-Meiningen (Kreis),Thuringia,deaths,0.0,,-1.0,
Sonneberg (Kreis),Thuringia,confirmed,0.0,,-1.0,
Sonneberg (Kreis),Thuringia,recovered,0.0,,-1.0,
Sonneberg (Kreis),Thuringia,deaths,0.0,,-1.0,
Suhl,Thuringia,confirmed,1.0000000000021811,,-1.0,
Suhl,Thuringia,recovered,0.0,,-1.0,
Suhl,Thuringia,deaths,0.0,,-1.0,
Sömmerda(Kreis),Thuringia,confirmed,0.0,,-1.0,
Sömmerda(Kreis),Thuringia,recovered,0.0,,-1.0,
Sömmerda(Kreis),Thuringia,deaths,0.0,,-1.0,
Unstrut-Hainich-Kreis,Thuringia,confirmed,0.0,,-1.0,
Unstrut-Hainich-Kreis,Thuringia,recovered,0.0,,-1.0,
Unstrut-Hainich-Kreis,Thuringia,deaths,0.0,,-1.0,
Wartburgkreis,Thuringia,confirmed,0.0,,-1.0,
Wartburgkreis,Thuringia,recovered,0.0,,-1.0,
Wartburgkreis,Thuringia,deaths,0.0,,-1.0,
Weimar,Thuringia,confirmed,2.0000000000043623,,-1.0,
Weimar,Thuringia,recovered,0.0,,-1.0,
Weimar,Thuringia,deaths,0.0,,-1.0,
Weimarer Land (Kreis),Thuringia,confirmed,1.0000000000021811,,-1.0,
Weimarer Land (Kreis),Thuringia,recovered,0.0,,-1.0,
Weimarer Land (Kreis),Thuringia,deaths,0.0,,-1.0,
other cases in Thuringia,Thuringia,confirmed,0.0,,-1.0,
other cases in Thuringia,Thuringia,recovered,0.0,,-1.0,
other cases in Thuringia,Thuringia,deaths,0.0,,-1.0,
Alabama,USA,confirmed,5.000000000010907,,-1.0,
Alabama,USA,recovered,0.0,,-1.0,
Alabama,USA,deaths,0.0,,-1.0,
Alaska,USA,confirmed,1.0000000000021811,,-1.0,
Alaska,USA,recovered,0.0,,-1.0,
Alaska,USA,deaths,0.0,,-1.0,
American Samoa,USA,confirmed,0.0,,-1.0,
American Samoa,USA,recovered,0.0,,-1.0,
American Samoa,USA,deaths,0.0,,-1.0,
American Virgin Islands,USA,confirmed,1.0000000000021811,,-1.0,
American Virgin Islands,USA,recovered,0.0,,-1.0,
American Virgin Islands,USA,deaths,0.0,,-1.0,
Arizona,USA,confirmed,1.0000000000021811,,-1.0,
Arizona,USA,recovered,0.0,,-1.0,
Arizona,USA,deaths,0.0,,-1.0,
Arkansas,USA,confirmed,1.0000000000021811,,-1.0,
Arkansas,USA,recovered,0.0,,-1.0,
Arkansas,USA,deaths,0.0,,-1.0,
California,USA,confirmed,2.0000000000043623,,-1.0,
California,USA,recovered,0.0,,-1.0,
California,USA,deaths,0.0,,-1.0,
Colorado,USA,confirmed,4.000000000008725,,-1.0,
Colorado,USA,recovered,0.0,,-1.0,
Colorado,USA,deaths,0.0,,-1.0,
Connecticut,USA,confirmed,2.0000000000043623,,-1.0,
Connecticut,USA,recovered,0.0,,-1.0,
Connecticut,USA,deaths,0.0,,-1.0,
Delaware,USA,confirmed,1.0000000000021811,,-1.0,
Delaware,USA,recovered,0.0,,-1.0,
Delaware,USA,deaths,0.0,,-1.0,
District of Columbia,USA,confirmed,2.0000000000043623,,-1.0,
District of Columbia,USA,recovered,0.0,,-1.0,
District of Columbia,USA,deaths,0.0,,-1.0,
Florida,USA,confirmed,2.0000000000043623,,-1.0,
Florida,USA,recovered,0.0,,-1.0,
Florida,USA,deaths,0.0,,-1.0,
Georgia,USA,confirmed,2.0000000000043623,,-1.0,
Georgia,USA,recovered,0.0,,-1.0,
Georgia,USA,deaths,0.0,,-1.0,
Guam,USA,confirmed,3.000000000006544,,-1.0,
Guam,USA,recovered,0.0,,-1.0,
Guam,USA,deaths,0.0,,-1.0,
Hawaii,USA,confirmed,1.0000000000021811,,-1.0,
Hawaii,USA,recovered,0.0,,-1.0,
Hawaii,USA,deaths,0.0,,-1.0,
Idaho,USA,confirmed,1.0000000000021811,,-1.0,
Idaho,USA,recovered,0.0,,-1.0,
Idaho,USA,deaths,0.0,,-1.0,
Illinois,USA,confirmed,1.0000000000021811,,-1.0,
Illinois,USA,recovered,0.0,,-1.0,
Illinois,USA,deaths,0.0,,-1.0,
Indiana,USA,confirmed,1.0000000000021811,,-1.0,
Indiana,USA,recovered,0.0,,-1.0,
Indiana,USA,deaths,0.0,,-1.0,
Iowa,USA,confirmed,3.000000000006544,,-1.0,
Iowa,USA,recovered,0.0,,-1.0,
Iowa,USA,deaths,0.0,,-1.0,
Kansas,USA,confirmed,1.0000000000021811,,-1.0,
Kansas,USA,recovered,0.0,,-1.0,
Kansas,USA,deaths,0.0,,-1.0,
Kentucky,USA,confirmed,1.0000000000021811,,-1.0,
Kentucky,USA,recovered,0.0,,-1.0,
Kentucky,USA,deaths,0.0,,-1.0,
Louisiana,USA,confirmed,1.0000000000021811,,-1.0,
Louisiana,USA,recovered,0.0,,-1.0,
Louisiana,USA,deaths,0.0,,-1.0,
Maine,USA,confirmed,1.0000000000021811,,-1.0,
Maine,USA,recovered,0.0,,-1.0,
Maine,USA,deaths,0.0,,-1.0,
Maryland,USA,confirmed,3.000000000006544,,-1.0,
Maryland,USA,recovered,0.0,,-1.0,
Maryland,USA,deaths,0.0,,-1.0,
Massachusetts,USA,confirmed,1.0000000000021811,,-1.0,
Massachusetts,USA,recovered,0.0,,-1.0,
Massachusetts,USA,deaths,0.0,,-1.0,
Michigan,USA,confirmed,2.0000000000043623,,-1.0,
Michigan,USA,recovered,0.0,,-1.0,
Michigan,USA,deaths,0.0,,-1.0,
Minnesota,USA,confirmed,1.0000000000021811,,-1.0,
Minnesota,USA,recovered,0.0,,-1.0,
Minnesota,USA,deaths,0.0,,-1.0,
Mississippi,USA,confirmed,1.0000000000021811,,-1.0,
Mississippi,USA,recovered,0.0,,-1.0,
Mississippi,USA,deaths,0.0,,-1.0,
Missouri,USA,confirmed,1.0000000000021811,,-1.0,
Missouri,USA,recovered,0.0,,-1.0,
Missouri,USA,deaths,0.0,,-1.0,
Montana,USA,confirmed,1.0000000000021811,,-1.0,
Montana,USA,recovered,0.0,,-1.0,
Montana,USA,deaths,0.0,,-1.0,
Nebraska,USA,confirmed,11.000000000023991,,-1.0,
Nebraska,USA,recovered,0.0,,-1.0,
Nebraska,USA,deaths,0.0,,-1.0,
Nevada,USA,confirmed,1.0000000000021811,,-1.0,
Nevada,USA,recovered,0.0,,-1.0,
Nevada,USA,deaths,0.0,,-1.0,
New Hampshire,USA,confirmed,1.0000000000021811,,-1.0,
New Hampshire,USA,recovered,0.0,,-1.0,
New Hampshire,USA,deaths,0.0,,-1.0,
New Jersey,USA,confirmed,2.0000000000043623,,-1.0,
New Jersey,USA,recovered,0.0,,-1.0,
New Jersey,USA,deaths,0.0,,-1.0,
New Mexico,USA,confirmed,3.000000000006544,,-1.0,
New Mexico,USA,recovered,0.0,,-1.0,
New Mexico,USA,deaths,0.0,,-1.0,
New York,USA,confirmed,1.0000000000021811,,-1.0,
New York,USA,recovered,0.0,,-1.0,
New York,USA,deaths,0.0,,-1.0,
North Carolina,USA,confirmed,1.0000000000021811,,-1.0,
North Carolina,USA,recovered,0.0,,-1.0,
North Carolina,USA,deaths,0.0,,-1.0,
North Dakota,USA,confirmed,1.0000000000021811,,-1.0,
North Dakota,USA,recovered,0.0,,-1.0,
North Dakota,USA,deaths,0.0,,-1.0,
Northern Mariana Islands,USA,confirmed,0.0,,-1.0,
Northern Mariana Islands,USA,recovered,0.0,,-1.0,
Northern Mariana Islands,USA,deaths,0.0,,-1.0,
Ohio,USA,confirmed,3.000000000006544,,-1.0,
Ohio,USA,recovered,0.0,,-1.0,
Ohio,USA,deaths,0.0,,-1.0,
Oklahoma,USA,confirmed,1.0000000000021811,,-1.0,
Oklahoma,USA,recovered,0.0,,-1.0,
Oklahoma,USA,deaths,0.0,,-1.0,
Oregon,USA,confirmed,1.0000000000021811,,-1.0,
Oregon,USA,recovered,0.0,,-1.0,
Oregon,USA,deaths,0.0,,-1.0,
Pennsylvania,USA,confirmed,2.0000000000043623,,-1.0,
Pennsylvania,USA,recovered,0.0,,-1.0,
Pennsylvania,USA,deaths,0.0,,-1.0,
Puerto Rico,USA,confirmed,3.000000000006544,,-1.0,
Puerto Rico,USA,recovered,0.0,,-1.0,
Puerto Rico,USA,deaths,0.0,,-1.0,
Rhode Island,USA,confirmed,1.0000000000021811,,-1.0,
Rhode Island,USA,recovered,0.0,,-1.0,
Rhode Island,USA,deaths,0.0,,-1.0,
other,USA,confirmed,1.0000000000021811,,-1.0,
other,USA,recovered,106.00000000023121,,-1.0,
other,USA,deaths,0.0,,-1.0,
South Carolina,USA,confirmed,2.0000000000043623,,-1.0,
South Carolina,USA,recovered,0.0,,-1.0,
South Carolina,USA,deaths,0.0,,-1.0,
South Dakota,USA,confirmed,8.00000000001745,,-1.0,
South Dakota,USA,recovered,0.0,,-1.0,
South Dakota,USA,deaths,1.0000000000021811,,-1.0,
Tennessee,USA,confirmed,1.0000000000021811,,-1.0,
Tennessee,USA,recovered,0.0,,-1.0,
Tennessee,USA,deaths,0.0,,-1.0,
Texas,USA,confirmed,1.0000000000021811,,-1.0,
Texas,USA,recovered,0.0,,-1.0,
Texas,USA,deaths,0.0,,-1.0,
Utah,USA,confirmed,1.0000000000021811,,-1.0,
Utah,USA,recovered,0.0,,-1.0,
Utah,USA,deaths,0.0,,-1.0,
Vermont,USA,confirmed,1.0000000000021811,,-1.0,
Vermont,USA,recovered,0.0,,-1.0,
Vermont,USA,deaths,0.0,,-1.0,
Virginia,USA,confirmed,2.0000000000043623,,-1.0,
Virginia,USA,recovered,0.0,,-1.0,
Virginia,USA,deaths,0.0,,-1.0,
Washington,USA,confirmed,1.0000000000021811,,-1.0,
Washington,USA,recovered,0.0,,-1.0,
Washington,USA,deaths,0.0,,-1.0,
West Virginia,USA,confirmed,0.0,,-1.0,
West Virginia,USA,recovered,0.0,,-1.0,
West Virginia,USA,deaths,0.0,,-1.0,
Wisconsin,USA,confirmed,1.0000000000021811,,-1.0,
Wisconsin,USA,recovered,0.0,,-1.0,
Wisconsin,USA,deaths,0.0,,-1.0,
Wyoming,USA,confirmed,1.0000000000021811,,-1.0,
Wyoming,USA,recovered,0.0,,-1.0,
Wyoming,USA,deaths,0.0,,-1.0,
Cherkasy Oblast,Ukraine,confirmed,469.0000000007372,,-1.0,
Cherkasy Oblast,Ukraine,recovered,346.00000000020066,,-1.0,
Cherkasy Oblast,Ukraine,deaths,18.00000000003926,,-1.0,
Chernihiv Oblast,Ukraine,confirmed,299.0000000008681,,-1.0,
Chernihiv Oblast,Ukraine,recovered,81.00000000017667,,-1.0,
Chernihiv Oblast,Ukraine,deaths,8.00000000001745,,-1.0,
Chernivtsi Oblast,Ukraine,confirmed,3697.999997860214,,-1.0,
Chernivtsi Oblast,Ukraine,recovered,1133.000000001889,,-1.0,
Chernivtsi Oblast,Ukraine,deaths,152.00000000022683,,-1.0,
Dnipropetrovsk Oblast,Ukraine,confirmed,971.000000001182,,-1.0,
Dnipropetrovsk Oblast,Ukraine,recovered,552.0000000010994,,-1.0,
Dnipropetrovsk Oblast,Ukraine,deaths,22.00000000004799,,-1.0,
Donetsk Oblast,Ukraine,confirmed,231.0000000005714,,-1.0,
Donetsk Oblast,Ukraine,recovered,121.00000000009159,,-1.0,
Donetsk Oblast,Ukraine,deaths,6.000000000013088,,-1.0,
Ivano-Frankivsk Oblast,Ukraine,confirmed,1582.0000000003574,,-1.0,
Ivano-Frankivsk Oblast,Ukraine,recovered,947.0000000010778,,-1.0,
Ivano-Frankivsk Oblast,Ukraine,deaths,88.00000000019196,,-1.0,
Kharkiv Oblast,Ukraine,confirmed,1287.0000000025611,,-1.0,
Kharkiv Oblast,Ukraine,recovered,573.000000001191,,-1.0,
Kharkiv Oblast,Ukraine,deaths,52.000000000113424,,-1.0,
Kherson Oblast,Ukraine,confirmed,179.0000000003446,,-1.0,
Kherson Oblast,Ukraine,recovered,172.0000000003141,,-1.0,
Kherson Oblast,Ukraine,deaths,3.000000000006544,,-1.0,
Khmelnytskyi Oblast,Ukraine,confirmed,518.000000000951,,-1.0,
Khmelnytskyi Oblast,Ukraine,recovered,337.0000000001614,,-1.0,
Khmelnytskyi Oblast,Ukraine,deaths,13.000000000028356,,-1.0,
Kiev Oblast,Ukraine,confirmed,1812.000000001361,,-1.0,
Kiev Oblast,Ukraine,recovered,577.0000000012084,,-1.0,
Kiev Oblast,Ukraine,deaths,37.0000000000807,,-1.0,
Kiev,Ukraine,confirmed,3490.000000102327,,-1.0,
Kiev,Ukraine,recovered,888.0000000008201,,-1.0,
Kiev,Ukraine,deaths,77.00000000016794,,-1.0,
Kirovohrad Oblast,Ukraine,confirmed,559.0000000011298,,-1.0,
Kirovohrad Oblast,Ukraine,recovered,422.00000000053217,,-1.0,
Kirovohrad Oblast,Ukraine,deaths,27.00000000005889,,-1.0,
Luhansk Oblast,Ukraine,confirmed,54.00000000011778,,-1.0,
Luhansk Oblast,Ukraine,recovered,43.000000000093785,,-1.0,
Luhansk Oblast,Ukraine,deaths,0.0,,-1.0,
Lviv Oblast,Ukraine,confirmed,2161.999996729678,,-1.0,
Lviv Oblast,Ukraine,recovered,524.000000000977,,-1.0,
Lviv Oblast,Ukraine,deaths,71.00000000015486,,-1.0,
Mykolaiv Oblast,Ukraine,confirmed,309.00000000091165,,-1.0,
Mykolaiv Oblast,Ukraine,recovered,195.0000000004253,,-1.0,
Mykolaiv Oblast,Ukraine,deaths,7.000000000015267,,-1.0,
Odessa Oblast,Ukraine,confirmed,1002.0000000013174,,-1.0,
Odessa Oblast,Ukraine,recovered,376.0000000003315,,-1.0,
Odessa Oblast,Ukraine,deaths,18.00000000003926,,-1.0,
Poltava Oblast,Ukraine,confirmed,274.00000000075903,,-1.0,
Poltava Oblast,Ukraine,recovered,255.00000000067612,,-1.0,
Poltava Oblast,Ukraine,deaths,13.000000000028356,,-1.0,
Rivne Oblast,Ukraine,confirmed,2071.0000030739347,,-1.0,
Rivne Oblast,Ukraine,recovered,1089.000000001697,,-1.0,
Rivne Oblast,Ukraine,deaths,40.000000000087255,,-1.0,
Sumy Oblast,Ukraine,confirmed,193.00000000042095,,-1.0,
Sumy Oblast,Ukraine,recovered,158.00000000025298,,-1.0,
Sumy Oblast,Ukraine,deaths,5.000000000010907,,-1.0,
Ternopil Oblast,Ukraine,confirmed,1294.0000000025907,,-1.0,
Ternopil Oblast,Ukraine,recovered,987.000000001252,,-1.0,
Ternopil Oblast,Ukraine,deaths,26.000000000056712,,-1.0,
Vinnytsia Oblast,Ukraine,confirmed,1150.0000000019631,,-1.0,
Vinnytsia Oblast,Ukraine,recovered,728.0000000018671,,-1.0,
Vinnytsia Oblast,Ukraine,deaths,19.000000000041442,,-1.0,
Volyn Oblast,Ukraine,confirmed,1079.0000000016532,,-1.0,
Volyn Oblast,Ukraine,recovered,299.0000000008681,,-1.0,
Volyn Oblast,Ukraine,deaths,33.00000000007198,,-1.0,
Zakarpattia Oblast,Ukraine,confirmed,1386.000000002993,,-1.0,
Zakarpattia Oblast,Ukraine,recovered,606.0000000013348,,-1.0,
Zakarpattia Oblast,Ukraine,deaths,32.0000000000698,,-1.0,
Zaporizhia Oblast,Ukraine,confirmed,496.00000000085504,,-1.0,
Zaporizhia Oblast,Ukraine,recovered,286.0000000008114,,-1.0,
Zaporizhia Oblast,Ukraine,deaths,14.000000000030534,,-1.0,
Zhytomyr Oblast,Ukraine,confirmed,897.0000000008595,,-1.0,
Zhytomyr Oblast,Ukraine,recovered,500.00000000087266,,-1.0,
Zhytomyr Oblast,Ukraine,deaths,16.0000000000349,,-1.0,
Crimea Republic,Ukraine (claimed by Russia),confirmed,438.00000000060203,,-1.0,
Crimea Republic,Ukraine (claimed by Russia),recovered,317.0000000009466,,-1.0,
Crimea Republic,Ukraine (claimed by Russia),deaths,5.000000000010907,,-1.0,
Sevastopol,Ukraine (claimed by Russia),confirmed,177.00000000033592,,-1.0,
Sevastopol,Ukraine (claimed by Russia),recovered,145.00000000019628,,-1.0,
Sevastopol,Ukraine (claimed by Russia),deaths,3.000000000006544,,-1.0,
