date,region,parent_region,confirmed,deaths,recovered,still_infectious
2020-01-22,Afghanistan,#Global,0.9618873834697972,0.4283532692628198,0.016245760648371736,0.5172883535586057
2020-01-22,Albania,#Global,13.143917670982178,0.0038898755781230916,0.9752454339556239,12.164782361448431
2020-01-22,Algeria,#Global,13.365896724725685,1.2473606139155051,3.531385459621132,8.587150651189047
2020-01-22,Andorra,#Global,0.02312942943884134,0.0038617803632491187,0.043654160640402284,-0.02438651156481006
2020-01-22,Angola,#Global,0.8480840286442497,0.1517779749361332,0.032492461342356206,0.6638135923657603
2020-01-22,Antigua and Barbuda,#Global,2.9829285085622425e-05,2.818548232565433e-13,1.3470005286194434e-06,2.8482284275148156e-05
2020-01-22,Argentina,#Global,41.731637153084534,2.5336737502609665,6.9559822673408975,32.24198113548267
2020-01-22,Armenia,#Global,9.553136279401112,0.09598187592880675,8.771651238824347,0.6855031646479584
2020-01-22,Australia (total),#Global,0.016297423974093773,0.013471257691644289,0.004070041975111704,-0.0012438756926622194
2020-01-22,Austria,#Global,0.415063003981213,0.028380122360371237,0.1513119153861208,0.23537096623472098
2020-01-22,Azerbaijan,#Global,32.99664303087469,0.4188857049630589,11.427868908413194,21.14988841749843
2020-01-22,Bahamas,#Global,0.0179772637734384,8.555071408035418e-08,0.040091071038247814,-0.022113892815523492
2020-01-22,Bahrain,#Global,19.990611186828776,0.07778380879480845,4.500919373189099,15.411908004844868
2020-01-22,Bangladesh,#Global,9.210071925629503,0.6073566941734111,0.5660952237245813,8.03662000773151
2020-01-22,Barbados,#Global,0.0033331535697440403,1.5469362150126334e-06,0.006083375349850352,-0.0027517687163213242
2020-01-22,Belarus,#Global,9.713747864471307,0.1996291592651791,1.7296014245618376,7.784517280644289
2020-01-22,Belgium,#Global,13.261221538065348,0.20048634683716038,4.499340665644587,8.561394525583601
2020-01-22,Belize,#Global,5.969128579849047e-09,0.0,1.5085644673834974e-12,5.967620015381664e-09
2020-01-22,Benin,#Global,3.2575092823626735,0.013945428651131462,0.22901821268224415,3.0145456410292977
2020-01-22,Bhutan,#Global,0.009843671850534228,,0.017167093886060993,-0.007323422035526765
2020-01-22,Bolivia,#Global,0.7651624809983046,0.17580710221709253,0.07873956576914928,0.5106158130120628
2020-01-22,Bosnia and Herzegovina,#Global,4.277591634222813,0.09242124107359277,0.31570546839162245,3.869464924757598
2020-01-22,Botswana,#Global,0.8369874839732094,0.0,2.3424870714206876e-06,0.836985141486138
2020-01-22,Brazil,#Global,82.07344688167976,4.806033974912121,47.14018083780086,30.127232068966773
2020-01-22,Brunei,#Global,0.0002710362938469672,0.07450699654828861,0.00027300232926268846,-0.07450896258370433
2020-01-22,Bulgaria,#Global,9.210977849605838,0.29973124949960167,0.5754554914510256,8.335791108655211
2020-01-22,Burkina Faso,#Global,0.8927901715137345,0.010417015730537422,0.129227336837497,0.7531458189457001
2020-01-22,Burma,#Global,0.08662436942684232,1.433059600316358e-06,0.0018937054023343382,0.08472923096490766
2020-01-22,Burundi,#Global,0.012545151302015212,0.0,0.014824207448296264,-0.0022790561462810513
2020-01-22,Cabo Verde,#Global,0.6954577578515627,0.04403927590259299,0.004055943708945728,0.6473625382400241
2020-01-22,Cambodia,#Global,2.4659649688999523e-06,,0.00023509397619472618,-0.00023262801122582623
2020-01-22,Cameroon,#Global,10.074588020232076,0.06909786813120518,1.2742908008320268,8.731199351268844
2020-01-22,Central African Republic,#Global,0.0017086328877676427,2.9524092567462566e-08,0.0,0.0017086033636750752
2020-01-22,Chad,#Global,0.0001147500344740841,5.5594651795882494e-08,1.7595703251180293e-07,0.00011451848278977641
2020-01-22,Chile,#Global,46.791606771869425,0.15279456591101612,0.23447685819881106,46.4043353477596
2020-01-22,China (total),#Global,1834.5239415637016,561.4527255761284,501.21518154611175,771.8560344414614
2020-01-22,Colombia,#Global,35.938774870383845,3.183338343141844,0.41900233491732736,32.336434192324674
2020-01-22,Comoros,#Global,3.1355835239031113e-06,0.0002432558326741668,1.420444189686298e-07,-0.0002402622935692323
2020-01-22,Congo (Brazzaville),#Global,1.1195809207767367,0.06719342881147825,0.17493541439149643,0.877452077573762
2020-01-22,Congo (Kinshasa),#Global,0.5569876152922911,0.6005034143096891,0.013258808346982238,-0.056774607364380225
2020-01-22,Costa Rica,#Global,39.11129848003285,0.044905084421426635,0.036077528288848235,39.03031586732257
2020-01-22,Cote d'Ivoire,#Global,31.7778776254331,0.05455974629954939,5.343546547521294,26.379771331612258
2020-01-22,Croatia,#Global,0.15836472726425022,0.00606012548704955,0.030570150472302132,0.12173445130489853
2020-01-22,Cuba,#Global,0.34565589128996094,0.0007104976515993713,0.015986588121544496,0.32895880551681705
2020-01-22,Cyprus,#Global,0.060661948596790256,0.007704992290868877,0.04602820776812562,0.0069287485377957595
2020-01-22,Czechia,#Global,6.736693565387732,0.05098664384606907,0.2943159122578343,6.391391009283828
2020-01-22,Denmark,#Global,14.306819812536721,0.12232254858584926,1.5190647811325149,12.665432482818357
2020-01-22,Denmark (total),#Global,9.503157652547999e-06,,0.0003928160948170926,-0.0003833129371645446
2020-01-22,Diamond Princess,#Global,0.05559074206368176,0.2561684065669345,0.05666505244486639,-0.2572427169481191
2020-01-22,Djibouti,#Global,2.6729620978691275,3.3806340041430195e-05,5.2244394346079215,-2.5515111430788355
2020-01-22,Dominica,#Global,5.144642889087026e-08,,5.410683137150537e-05,-5.4055384942614504e-05
2020-01-22,Dominican Republic,#Global,41.71071396028057,0.6656503870447137,0.02844256707696363,41.01662100615889
