region,parent_region,subset,amplitude values,amplitude stderr,decay values,decay stderr
Cabo Verde,#Global,recovered,65.0383750001803,3.742870876738787,-58.62726418748674,0.7413340843192928
Cambodia,#Global,confirmed,53.12580525927781,2.477457648808356,-152.95783604614644,4.68333336083882
Cambodia,#Global,deaths,0.0,,-42.142857142857146,
Cambodia,#Global,recovered,40.87022280702213,2.1231695321445887,-135.28999052872805,3.995077839055782
Cameroon,#Global,confirmed,2488.286901897557,176.46970451490674,-120.17548112476885,4.218791974580723
Cameroon,#Global,deaths,68.53726959969626,4.88109080462854,-138.66121903825234,5.778117587263456
Cameroon,#Global,recovered,1749.1140019938782,135.91597493232294,-107.06342487262833,3.6018361147052813
Central African Republic,#Global,confirmed,626.5975431144767,57.479300895245125,-124.3093601940564,5.871203500310646
Central African Republic,#Global,deaths,6.762982877375898,0.7235696107843834,-115.44169394090545,5.834666703832704
Central African Republic,#Global,recovered,154.00706145096925,15.734338888577057,-103.54219278004473,4.4064499187523465
Chad,#Global,confirmed,164.81394992987248,10.713389793922815,-124.54723841813042,4.178085820211274
Chad,#Global,deaths,15.78456219975434,1.1772636585170397,-145.01238918390274,6.669661670239585
Chad,#Global,recovered,121.05701043298916,8.863464412695578,-115.14892856949683,3.9711920598891464
Chile,#Global,confirmed,47356.16508975013,3341.2674657830553,-112.1145996972888,3.6123277055091427
Chile,#Global,deaths,953.9176122808393,76.62183982266373,-99.39747701263758,3.1729441201839217
Chile,#Global,recovered,37673.83179276595,2926.7927419849907,-104.76784417483638,3.436680943645034
China (total),#Global,confirmed,63568.209654911974,1541.0925668322598,-640.6492249399946,52.70214999784665
China (total),#Global,deaths,2742.3674556394176,85.17385457835286,-410.91513756687806,26.431863788287032
China (total),#Global,recovered,47081.13838076744,1739.5866840040076,-384.32457767455173,27.248987439577537
Colombia,#Global,confirmed,18915.668567425917,1475.376485101009,-68.78245517646333,1.4063899517307281
Colombia,#Global,deaths,713.1661445584631,59.386029532537805,-72.89735625662604,1.6979598728004857
Colombia,#Global,recovered,8777.381235935214,816.8463659887152,-59.36801610950281,1.2309961429789458
Comoros,#Global,confirmed,45.158005722400475,3.47769327272106,-107.9190357510843,3.6313637094186157
Comoros,#Global,deaths,1.060482573340529,0.10185298657921958,-132.89042361632556,7.105457620084554
Comoros,#Global,recovered,34.18485958813721,2.9144264447394783,-99.24724543933625,3.3571647326378424
Congo (Brazzaville),#Global,confirmed,317.28983445719837,25.819257772000682,-94.94051666583071,2.913294177610222
Congo (Brazzaville),#Global,deaths,7.880728443810741,0.5712427348888639,-107.18279218459848,3.3679246517209966
Congo (Brazzaville),#Global,recovered,92.17247902390841,11.187400649157105,-72.60926832968744,2.453640494647881
Congo (Kinshasa),#Global,confirmed,1270.8610904253992,95.50712132404662,-119.54309645846648,4.419753285453354
Congo (Kinshasa),#Global,deaths,30.443631577957756,1.9141900838420844,-115.32445779062938,3.4214955815101367
Congo (Kinshasa),#Global,recovered,559.4942874917838,58.2312835983059,-90.55939077097804,3.36700407582346
Costa Rica,#Global,confirmed,695.4387089676075,53.41665419013837,-55.46675223249437,0.8812786145976874
Costa Rica,#Global,deaths,4.9835891266919194,0.43789114094100273,-50.04838771625251,0.8131912384470188
Costa Rica,#Global,recovered,107.07055283624855,11.424467153928704,-43.86237978541353,0.7505874434711076
Cote d'Ivoire,#Global,confirmed,1864.7455086122802,146.50360884113803,-109.4649297232167,3.8200452404735934
Cote d'Ivoire,#Global,deaths,14.351103855524213,1.0110307952004385,-120.48319360983902,4.214262954930394
Cote d'Ivoire,#Global,recovered,1025.0897278112839,88.34265799610469,-89.82871909181182,2.740254341720811
Croatia,#Global,confirmed,6.948200415474405,1.0670167441540281,-32.043003187432625,0.5651240391584639
Croatia,#Global,deaths,5.728049167521828,0.6035456728490454,-62.08748405564034,1.531200740318817
Croatia,#Global,recovered,12.288771248719737,1.726992457363291,-35.538256349630096,0.6397952607371499
Cuba,#Global,confirmed,434.28432526231467,16.40266260199852,-100.96425792211961,1.5430528175802312
Cuba,#Global,deaths,23.266465630574857,1.3263649438575973,-155.44611542260833,5.928783978226091
Cuba,#Global,recovered,314.62404878200266,13.66000412778889,-93.42460227800534,1.5015728155301933
Cyprus,#Global,confirmed,72.25116753857425,9.215661002768357,-70.86876982834347,2.4502312650173432
Cyprus,#Global,deaths,5.97033066789216,0.30581792874919633,-179.22289562658946,7.2635730288440135
Cyprus,#Global,recovered,143.92845581262617,7.98307989087674,-111.19135187899829,2.7894881454087352
Czechia,#Global,confirmed,2.363811366722132,0.3101260811665095,-24.036073602548946,0.26808958101248687
Czechia,#Global,deaths,0.002720514693265802,0.0009749213849492278,-20.242512715038707,0.515539905890012
Czechia,#Global,recovered,0.08414931338351213,0.01912826815209478,-19.609039436738186,0.30668309320305176
Denmark,#Global,confirmed,1560.0926523910164,93.36376172652254,-85.16943386211594,1.6983657341457752
Denmark,#Global,deaths,194.46942253254736,11.395861450583125,-195.29916463816255,10.020403156388982
Denmark,#Global,recovered,1591.1502267403991,88.65086129078396,-93.10688236334079,1.9129676716012969
Denmark (total),#Global,confirmed,69.07231784547598,3.150638908612234,-135.0403179588273,3.4938378287019636
Denmark (total),#Global,deaths,0.0,,-42.142857142857146,
Denmark (total),#Global,recovered,55.29776652964648,2.6941495571036134,-124.43737428646496,3.1254158114987924
Diamond Princess,#Global,confirmed,518.3003052865541,16.94583510849727,-662.5406301076349,76.23159514969721
Diamond Princess,#Global,deaths,6.9130104939703445,0.29236635852099,-352.6630071281872,25.969615231245385
Diamond Princess,#Global,recovered,321.48521758922305,16.487973631707668,-316.1430959136912,24.90674035797517
Djibouti,#Global,confirmed,1037.3768074579903,76.6723340188546,-149.5740701498707,7.070408114073592
Djibouti,#Global,deaths,9.357747718683342,0.8199235418849022,-134.2276487892633,6.624616851788293
Djibouti,#Global,recovered,788.77395076505,64.97614346406489,-131.57184827411692,5.96362984906615
Dominica,#Global,confirmed,4.106750076500116,0.28230424396654014,-121.78586356485393,4.208770227359085
Dominica,#Global,deaths,0.0,,-42.142857142857146,
Dominica,#Global,recovered,4.1850713080138275,0.2545549749567657,-141.21080957132997,5.13369820991534
Dominican Republic,#Global,confirmed,6956.5244182688475,466.3070651723265,-93.34924486098409,2.3142083542461127
Dominican Republic,#Global,deaths,158.24799062433013,8.485444494727128,-101.5064714495053,2.2160742129330298
Dominican Republic,#Global,recovered,3042.824130494565,211.6893860685839,-77.81599425421292,1.629161063330246
Ecuador,#Global,confirmed,10939.761281548426,477.0997213323896,-101.10051053808844,1.7868836394744956
Ecuador,#Global,deaths,738.9419240041426,40.52568099765093,-96.19765044767641,2.0194638485396346
Ecuador,#Global,recovered,4408.5404005029495,315.23439526403394,-79.30696557259976,1.7431883774322765
Egypt,#Global,confirmed,12690.872422102131,1025.0124786837996,-121.2225957093998,4.895612400558805
Egypt,#Global,deaths,564.0548554650677,43.64057676275543,-109.56942300591905,3.7696624373306737
Egypt,#Global,recovered,3767.1084466344128,322.99391050982194,-82.59833685201359,2.2794375622328347
El Salvador,#Global,confirmed,1439.1582521686055,118.48952678263012,-86.35592455365631,2.4064287856210838
El Salvador,#Global,deaths,36.64003028181043,3.0987654901318944,-83.05599096251603,2.2751271400861746
El Salvador,#Global,recovered,496.9696666504408,33.46850313560572,-68.10072351115349,1.188856934977554
Equatorial Guinea,#Global,confirmed,511.17819138125947,42.56002582449088,-112.84272007295496,4.3226472761971415
Equatorial Guinea,#Global,deaths,7.96920237490561,0.7494768878466977,-110.09423781222488,4.629712060163324
Equatorial Guinea,#Global,recovered,149.51332417043744,16.90553780638914,-77.19101143444203,2.6029790450833272
Eritrea,#Global,confirmed,29.16409078650756,1.8409222661650504,-98.49673964248858,2.4452814686467956
Eritrea,#Global,deaths,0.0,,-42.142857142857146,
Eritrea,#Global,recovered,16.066835884796696,1.208592200503746,-84.38228243910666,2.0929999495347724
Estonia,#Global,confirmed,448.92091905542463,23.052259473942936,-120.39782893689238,3.06695459361506
Estonia,#Global,deaths,22.286445187220608,1.4462500320781977,-211.51214619977884,13.194017738568878
Estonia,#Global,recovered,300.9359094944772,18.38618930830293,-111.94641426630596,3.1178954030212265
Eswatini,#Global,confirmed,225.24023610008598,20.873289878383073,-82.7707686215058,2.4747223895687855
Eswatini,#Global,deaths,3.5743835474030554,0.3905472547547306,-77.71445693413511,2.5517080956616045
Eswatini,#Global,recovered,102.35606087670249,10.632147914939287,-68.63484865759784,1.8640150623613956
Ethiopia,#Global,confirmed,1149.555580347785,113.33995018385443,-62.755626826091714,1.4654358839628445
Ethiopia,#Global,deaths,20.126296548803136,1.97461034815725,-64.60387321573626,1.5501622243370266
Ethiopia,#Global,recovered,213.89396223395224,13.72700133587328,-51.17037133090818,0.6221040540436538
Fiji,#Global,confirmed,6.9678495558174545,0.3438057876793247,-165.24857735754165,5.863281967774778
Fiji,#Global,deaths,0.04901903527778781,0.00809282671350132,-72.60612204392736,3.3383046178341913
Fiji,#Global,recovered,4.175376027558648,0.24449757094041324,-135.02354778552643,4.484303596688065
Finland,#Global,confirmed,1601.2872705284447,83.66824296599685,-126.5844099300137,3.478468104674033
Finland,#Global,deaths,97.37735213906936,6.496862352398253,-189.55164187111396,10.690848951375221
Finland,#Global,recovered,1403.3459973588656,83.77162994567237,-135.00514186508914,4.5701478771721655
France,#Global,confirmed,2378.946054570065,324.54177773403296,-44.7958996737418,1.0030784888918658
France,#Global,deaths,9683.877570884068,573.4387182839624,-195.73022373584092,10.174389346080027
France,#Global,recovered,20408.523339758074,1159.235047067316,-173.06129990591927,7.46405707873464
France (total),#Global,confirmed,665.8160907540496,18.496583513247547,-68.79575809885554,0.5010957319595939
France (total),#Global,deaths,9.586276722581838,0.3068916496424231,-80.17961924788119,0.798865567741729
France (total),#Global,recovered,710.0023840315316,36.00869458048172,-78.02231210755923,1.1943594117400789
Gabon,#Global,confirmed,1030.4891034046927,80.43379549236383,-119.53506858120575,4.589799903160206
Gabon,#Global,deaths,7.701686892552212,0.6113234868348704,-129.93120228880153,5.592155658635329
Gabon,#Global,recovered,479.25706919953865,40.878963284005366,-92.56010486921917,2.891633514437088
Gambia,#Global,confirmed,76.27210572881954,11.608793153689252,-69.97413581259352,2.846665891638134
Gambia,#Global,deaths,2.21488199967556,0.3429955604038088,-68.24446610076522,2.747187965908978
Gambia,#Global,recovered,9.213882527328874,1.2597139739690852,-48.1665100765189,1.1679345794638674
Georgia,#Global,confirmed,0.006848341556641273,0.0006724196701174089,-18.240033962593007,0.11441294760820135
Georgia,#Global,deaths,1.632517996676388e-05,3.070458283982612e-06,-16.931211631009546,0.18841900776856552
Georgia,#Global,recovered,7.918530922338985e-06,2.1913978269024944e-06,-13.009875301153961,0.1625743392193363
Germany,#Global,confirmed,40452.88204219917,2607.506429234674,-114.7370120698888,3.4690829622184096
Germany,#Global,deaths,2774.568718020524,169.9661245450753,-190.6290968971167,9.937887881671626
Germany,#Global,recovered,41837.04162569016,2155.21316571588,-131.8617904791102,3.7472469420633545
Ghana,#Global,confirmed,4069.6733493267593,330.7083393794405,-106.31182267166685,3.709934666998343
Ghana,#Global,deaths,20.90659809932891,1.6005963039366313,-98.00884145503903,2.934231969517902
Ghana,#Global,recovered,3037.41957569068,296.6919823414114,-96.37469360492271,3.6109695382059868
Greece,#Global,confirmed,36.96302988001525,3.9779025103380645,-40.37132238602171,0.6376397962733183
Greece,#Global,deaths,26.46006482365831,1.535014307797831,-90.23631286449584,1.8627077874400615
Greece,#Global,recovered,49.18373386336472,3.6124395944232295,-46.56597539728359,0.5850124055896032
Grenada,#Global,confirmed,8.023178268072112,0.45244707010156376,-205.67088760140254,10.791539374792656
Grenada,#Global,deaths,0.0,,-42.142857142857146,
Grenada,#Global,recovered,5.748903795330388,0.4022734647309206,-168.9010969664748,8.717688472331465
Guatemala,#Global,confirmed,3775.61758662441,298.55347969404147,-81.72290265720571,2.0550595524768025
Guatemala,#Global,deaths,155.6325999734607,13.13924235956718,-85.74920343626947,2.430708547141389
Guatemala,#Global,recovered,2040.5269673598777,213.220873802963,-71.28230765670162,2.0315332109437256
Guinea,#Global,confirmed,1070.8910105454584,59.122497378588086,-111.33817346634606,2.7844848451658715
Guinea,#Global,deaths,6.4490816725219995,0.37931168531548953,-110.65619837213606,2.9273664494951928
Guinea,#Global,recovered,767.328053542773,51.49376182847163,-101.77304145024951,2.789032007581319
Guinea-Bissau,#Global,confirmed,365.7971984789626,25.370736981422137,-136.29321106308635,5.420489315495708
Guinea-Bissau,#Global,deaths,3.6591568959282648,0.2717908191428129,-108.89783945184263,3.5712935414008786
Guinea-Bissau,#Global,recovered,60.198102467922865,4.6570711168614745,-80.07452212085704,1.9248861576144642
Guyana,#Global,confirmed,18.359100351547255,1.5530381230050028,-51.70917257600768,0.8380343979834851
Guyana,#Global,deaths,0.8791575745207217,0.04876404626159064,-56.867716785700225,0.6704065692742195
Guyana,#Global,recovered,4.701465046587291,0.40257216593694634,-43.31068170118767,0.586989258075797
Haiti,#Global,confirmed,1008.5013651188899,85.11206529151502,-118.302547236346,4.852620287428029
Haiti,#Global,deaths,20.302333082346,1.5750879556206958,-107.85143895353963,3.6533758119624813
Haiti,#Global,recovered,328.6714013727038,34.281395528804694,-86.3821041370787,3.050423275502316
Holy See,#Global,confirmed,3.2656256934045533,0.22473812834664894,-146.10143225994148,6.254784166986826
Holy See,#Global,deaths,0.0,,-42.142857142857146,
Holy See,#Global,recovered,2.1176196445597766,0.17765339798865684,-136.86980740192996,6.616919551751164
Honduras,#Global,confirmed,3098.3851778409135,211.13431313800743,-80.32011106734197,1.7066184177669708
Honduras,#Global,deaths,106.71177561391961,7.768321113091802,-84.61306099927573,2.0373771444929725
Honduras,#Global,recovered,165.93020438071613,13.837393622474828,-51.19292099965215,0.8090377589141661
Hungary,#Global,confirmed,1.885430401771851,0.20455740518702684,-26.61377029715993,0.27296857645121014
Hungary,#Global,deaths,58.622326789065845,6.292286770053632,-85.96488713653463,3.1074450330089407
Hungary,#Global,recovered,10.088671387820819,1.6631846343889116,-37.48312323325685,0.837577191289028
Iceland,#Global,confirmed,484.6313586566374,28.70341985819285,-131.37298381030217,4.273492692040254
Iceland,#Global,deaths,3.570091314311529,0.2294464027830596,-203.80367521740123,12.053758251581487
Iceland,#Global,recovered,465.23728965227343,29.181739224335686,-141.6050923880589,5.326409721517978
India,#Global,confirmed,91513.83236468352,7196.132500636952,-62.02468651937759,1.1399728478016444
India,#Global,deaths,2463.816268168596,164.08729947532174,-71.01306428767752,1.2844191464143615
India,#Global,recovered,48119.5174967694,3816.4811456166412,-55.562529518651,0.9132208193755692
Indonesia,#Global,confirmed,5758.347131109419,227.1943720866385,-65.84369196405808,0.648751630254153
Indonesia,#Global,deaths,410.0670016775999,16.660009654028798,-79.14442764016934,0.9862541690428148
Indonesia,#Global,recovered,2224.088183606141,104.98947834974885,-56.11497194684639,0.5548019205109261
Iran,#Global,confirmed,41782.55389620649,1403.4472185412858,-104.09634418244939,1.4655007920156078
Iran,#Global,deaths,2185.322795398502,66.85918820385203,-100.88733060793919,1.2478908013773498
Iran,#Global,recovered,36001.8104877629,1513.7854151050158,-106.53393163712862,1.928264373266677
Iraq,#Global,confirmed,6957.223242849774,488.1607289909577,-66.02365266264526,1.1605051612849733
Iraq,#Global,deaths,341.0032963135785,26.70088261183079,-79.22975162550156,1.904841963811968
Iraq,#Global,recovered,3938.2203075765624,287.6318102962531,-60.447371796615506,1.003067265087309
Ireland,#Global,confirmed,5532.366330595187,321.232326531741,-122.94662616145465,3.6287751879115775
Ireland,#Global,deaths,520.7996508930784,34.28802832380877,-190.75066822420854,10.695812252210674
Ireland,#Global,recovered,6441.084130207387,479.724398383494,-185.93260337511975,11.444271043822777
Israel,#Global,confirmed,3519.539776007892,257.78401090859717,-62.134964646804896,1.0659722569732069
Israel,#Global,deaths,27.092006824557163,1.0153475701453394,-62.396296160223876,0.550291809936251
Israel,#Global,recovered,1305.3363402543484,90.5925788124709,-51.945399300300586,0.6941992296101439
Italy,#Global,confirmed,47208.78968772036,4041.6621376197586,-113.31421744406583,4.485056283187793
Italy,#Global,deaths,12418.626693336759,687.0864692808175,-218.27182527824408,12.050511924132667
Italy,#Global,recovered,42610.54253276996,2421.7238794168406,-142.30773569156236,4.878464818516671
Jamaica,#Global,confirmed,39.69149212236563,3.9395184680120705,-51.73311916939458,0.9843859621642997
Jamaica,#Global,deaths,0.13380987743557968,0.01677616627558303,-38.67024136961083,0.6798682921032003
Jamaica,#Global,recovered,8.631437960014782,0.8365795904806315,-45.39729395709004,0.7323670709643626
Japan,#Global,confirmed,4202.094818312935,218.18839026812594,-86.60917221293235,1.527264724714398
Japan,#Global,deaths,223.76633245458427,11.212214604829624,-131.15060824561277,3.6022567229753633
Japan,#Global,recovered,2599.6332158872547,156.1528712563589,-77.60598582167628,1.3985736735314078
Jordan,#Global,confirmed,0.016861718499323178,0.0013641604758005586,-18.535607187395648,0.09739276973535817
Jordan,#Global,deaths,1.8565816408651592e-05,2.72602280467467e-06,-16.127846215285096,0.1332967616766507
Jordan,#Global,recovered,21.216284492176534,1.8101502761304675,-47.709407235154394,0.7147854142073994
Kazakhstan,#Global,confirmed,8705.980760779084,844.7736458180486,-102.56983401154079,4.101210095284377
Kazakhstan,#Global,deaths,69.36686443599926,7.63023892092268,-82.30110693541444,2.9020208175466338
Kazakhstan,#Global,recovered,5462.667724677797,563.7901509593355,-89.64867957705926,3.267486207894787
Kenya,#Global,confirmed,1262.5674295422996,99.09778434204331,-73.95291579232033,1.6497666615516284
Kenya,#Global,deaths,22.395996219670565,1.3153649659460935,-73.6560033028444,1.223874776923335
Kenya,#Global,recovered,474.25480842895536,39.65047228871883,-63.98572448823386,1.2944364474143086
"Korea, South",#Global,confirmed,4641.970866367841,146.59689850575472,-157.89672027297144,3.398557233513105
"Korea, South",#Global,deaths,100.61557316012579,4.0302359046715175,-178.86626438703541,5.654859877429909
"Korea, South",#Global,recovered,3169.799598875745,121.62213398079103,-135.12877066317958,2.9431194543880594
Kosovo,#Global,confirmed,601.0134686760515,45.1723491298244,-78.67987211164488,1.8015885836130099
Kosovo,#Global,deaths,19.994119760095057,2.039160436122141,-76.71694678882182,2.3172994582171014
Kosovo,#Global,recovered,352.52718200943326,30.120870386121773,-72.6317203054286,1.7288072472045872
Kuwait,#Global,confirmed,7581.55120239229,423.47360114430114,-97.50828596469395,2.11742045894733
Kuwait,#Global,deaths,57.2526414708216,3.443049774564922,-105.56838429509159,2.7042840450566628
Kuwait,#Global,recovered,5410.05546015159,341.2575275624138,-89.37580014455067,1.9841470418842329
Kyrgyzstan,#Global,confirmed,2270.7783097624792,233.61773096800852,-84.2202807807397,2.8505094292851285
Kyrgyzstan,#Global,deaths,87.53608368020166,13.594693752577525,-101.43517272676107,6.408084970902844
