region,parent_region,subset,amplitude values,amplitude stderr,center values,center stderr,sigma values,sigma stderr
Italy,#Global,confirmed,257974.7281295893,1690.5976527275852,77.7410101493659,0.7519456684330478,15.00032384265174,0.6513275597571657
Italy,#Global,deaths,34932.80975705176,80.04676363411706,79.06648845201718,0.244817022073628,12.683339592479058,0.21250936326841807
Italy,#Global,recovered,208511.9631795232,656.2660295202102,110.55547427207462,0.3418657381289171,18.519663891562676,0.2917796455313127
Jamaica,#Global,confirmed,119004605.51589952,46278816115.417,574.5939783567429,12759.01813630049,32.79961554165362,0.6611063171870594
Jamaica,#Global,deaths,1902644.5282244503,1120039168.0899193,480.98197277577157,13691.810979629849,23.25212257682946,0.692089204428853
Jamaica,#Global,recovered,12981871.665194388,10309175512.339542,813.5312551427961,50537.77763766155,62.818493570377335,3.597484203882976
Japan,#Global,confirmed,162878.1135098394,14710.183527574512,244.21223239243255,8.234378262635483,47.71752312938299,1.9392918532733197
Japan,#Global,deaths,1330.312362673113,21.973397049925577,121.89911239990514,1.9595240289889901,30.2445916821716,1.5562949644931807
Japan,#Global,recovered,161407.70819146174,15239.27429319997,253.96613844219485,7.443270435205983,43.05671564812585,1.5642916988026456
Jordan,#Global,confirmed,301525050.7489283,184241144646.27402,412.93492501882804,9645.801046725506,15.764483011068226,0.574991067228553
Jordan,#Global,deaths,1573710.154920567,1188605726.1453776,526.4488203093323,20310.43547140663,26.852769684091264,1.456440690590772
Jordan,#Global,recovered,87897039.96158303,42653148209.93238,709.4521697848837,22191.896265171294,45.71763808491827,1.4078351347626699
Kazakhstan,#Global,confirmed,108645.6651040964,434.06802526992715,169.9642731589902,0.275091101895048,13.659133989195366,0.2309641159610914
Kazakhstan,#Global,deaths,1739.023341210862,7.350142806060226,192.37658449331235,0.23754289807608003,14.045541578398096,0.18818036145504302
Kazakhstan,#Global,recovered,105774.61996820195,439.7688886390835,185.78752012256544,0.26141021701471095,16.188949442929964,0.20443713933486166
Kenya,#Global,confirmed,39263.57794483902,128.00460989503233,188.8556478903973,0.20446906794030706,17.425664399075313,0.1533795023168677
Kenya,#Global,deaths,787.3828459626908,6.614539300505314,197.4926523867569,0.6013071607259333,25.80739723257556,0.3348771766104319
Kenya,#Global,recovered,25607.625807605185,136.65431113228135,200.4334996570504,0.28617164583572774,15.617725278961135,0.20757662198844837
"Korea, South",#Global,confirmed,39757.58489957685,7046.0597796616785,224.65763789182552,34.10559819786898,97.50860177816634,9.495760457633196
"Korea, South",#Global,deaths,316.04747162789045,2.9331373901489317,73.62145065440546,1.188493815580654,19.45254224299795,1.0334072960138976
"Korea, South",#Global,recovered,20545.72459036242,842.0701860002298,139.81120559965808,5.9082366505351125,53.8653877232743,3.4275106524703705
Kosovo,#Global,confirmed,13416.95755727514,86.00426574624488,181.86159465187797,0.42729909116736453,17.315231405728095,0.33279398006948785
Kosovo,#Global,deaths,512.0477695115939,3.7133381978947786,192.30490634129274,0.4010723396855684,13.30646572665204,0.322244163886321
Kosovo,#Global,recovered,9517.497590755107,92.15258340442942,190.41703689832983,0.5982214849324631,17.398262102484143,0.4447918601936006
Kuwait,#Global,confirmed,107878.52455449392,1315.9760666281493,172.7143497943176,1.1417720523468806,31.94227690052548,0.6958446034464024
Kuwait,#Global,deaths,569.6828724054741,4.868238044908395,149.5406398984099,0.8135751277488052,24.57091052364994,0.6358186071854787
